Word	Local clustering
juror	0.1667
jury	0.2554
just	0.144
justice	0.1718
justice_dept	0.2274
justification	0.3516
justify	1.0
juvenile	1.0
juwono	1.0
k	0.8889
kabu	1.0
kabul	0.11
kahar	0.0
kajaki	0.7
kakazada	0.0
kalashnikov	0.2444
kalbe	1.0
kali	1.0
kalshnikov	1.0
kamal	0.3718
kamaruddin	0.3333
kamel	1.0
kamikaze	0.4211
kandahar	0.2159
kano	0.4182
kansas	0.1892
karachi	0.2256
karachi-based	0.6667
karachi-dubai	0.0
karakoram	0.0
karakorum	0.3333
karam	1.0
kareem	0.0
karen	0.4889
karim	0.0
karimov	0.5256
karina	0.3333
kark	0.0
karl	0.2
karnad	0.2381
kary	1.0
karydakis	0.0
karzai	0.3333
kashmir	0.1781
kashmiri	0.3818
kasi	0.0
kasia	0.1
kate	0.0
katharine	0.0
kathleen	0.1429
kathmandu	1.0
kathy	0.219
katrin	0.0
katzman	0.5048
kavaler	0.0
kay	0.4
kay_bailey_hutchison	0.3929
kaye	0.0
kazakh	0.3407
kazakhstan	0.2882
kearny	0.3333
keating	0.3333
keefe	0.0
keel	0.1
keenan	0.4286
keep	0.26
keith	0.0
keller	1.0
kelly	0.0
keltner	0.2
kemal	0.5
ken	0.2026
kennedy	0.2193
kenneth	0.4417
kenny	1.0
kent	1.0
kentucky	0.0222
kenya	0.197
kenyan	0.3214
kenyans	0.7619
kenys	0.0
kenzo	1.0
kerb-side	1.0
kerik	0.5049
kerry	0.4545
keshendeh	0.5714
kessler	0.5
kevin	0.0769
kevlar	1.0
key	0.1701
keybank	0.0
keyboard	0.2667
keycorporation	0.0
keyhole	1.0
kg	0.5
kh-11	0.619
khabbaz	0.0
khabrain	0.7
khad	1.0
khair	1.0
khakrez	0.0
khaled	0.5714
khaleda	1.0
khalfan	0.8333
khalid	0.1282
khalid_al_midhar	0.8333
khalil	0.1
khalili	0.0
khamenei	0.4364
khamis	1.0
khan	0.1784
khana	1.0
khanabad	0.6667
kharim	0.0
kharrazi	0.4231
khartoum	0.0
khatab	0.5
khatami	0.2308
khatir	0.3333
khivrenko	0.6
khobar	0.3083
khoja	0.4643
khojand	0.0
khorassan	1.0
khorum	0.7222
khoruma	1.0
khost	0.3333
khyber	0.5
kick	0.6667
kid	0.0222
kidd	0.0
kidnap	0.0
kieran	0.6667
kill	0.217
killer	0.3091
killi	0.8
killing	0.35
kilometer	0.3333
kim	0.1389
kimanthi	0.7
kimmy	0.0
kin	0.4167
kind	0.1346
kindergarten	0.0
kindler	1.0
kindness	0.0
king	0.1542
kingdom	0.2233
kingston	0.0
kinki	1.0
kinship	1.0
kinton	0.25
kippur	1.0
kirby	0.3333
kirk	0.2
kirr	0.5
kiss	0.0
kissinger	0.8
kit	0.0769
kitchen	0.0
kitchener	0.7143
kitt	0.6
kitty	0.3974
kla	0.0
klan	0.3333
klaus	1.0
klaus-heiner	0.0
kleintop	0.0
klieg	1.0
klm	0.8333
klux	1.0
km	0.1832
kmbc	0.5
kmbc-television	1.0
knee	0.2
knee-jerk	0.3333
kneejerk	0.0
knell	1.0
knicks	0.0278
knife	0.1337
knife-wielding	0.697
knight	0.2
knighthood	0.0
knives.the	0.9
knock	0.3333
know	0.1966
know-how	1.0
knowledge	0.201
kocatepe	1.0
koehler	0.5
koeki	1.0
kofi	0.6182
kogan	0.6667
koi	1.0
koizumi	0.3165
kok	0.6
komives	0.7143
kommando	1.0
konefal	0.0
kong	0.4667
konstantin	1.0
koplan	0.2105
koran	0.1714
koranic	0.0
korb	0.1
korea	0.2133
korean	0.2468
kosovo	0.1944
kospi	0.0
koubriti	0.0
kraushaar	0.0
kreienkamp	0.1
kreindler	0.0
kreinkamp	0.0
kremlin	0.4286
krepinevich	1.0
kriss	1.0
kristen	1.0
kristofor	0.0
ksk	0.1429
ku	0.2
kuala	0.25
kubacha	0.3333
kubruk	1.0
kuchma	0.5
kukugul	0.3333
kulyab	0.0
kumar	0.25
kunar	1.0
kunduz	0.3246
kupruk	0.3333
kurczewski	0.5
kurd	0.1667
kurdish	0.3333
kurdistan	0.3333
kurram	0.0
kurspahic	1.0
kurt	0.0
kush	0.5714
kuwait	0.202
kuwaiti	0.0
kuzmuk	0.5333
kvashnin	0.0667
kyl	1.0
kyodo	0.3333
kyrgystan	1.0
kyrgyz	1.0
kyrgyzstan	0.7619
l.a.-bound	1.0
l.l	0.0
la	0.2667
lab	0.1429
label	0.1324
labor	0.1423
laboratory	0.1665
labour	0.5
lace	0.3333
lachlan	1.0
lack	0.1897
lackey	0.1
lackland	0.3333
lackluster	0.0
ladder	0.1667
lady	0.3
lafayette	0.1667
lag	0.2667
laghman	0.619
laguardia	0.4722
lahiya	0.8667
lahood	0.6667
lahore	0.3939
laid-off	0.2889
lair	0.0
lake	0.1071
lakhdar	0.6
lal	0.3333
lama	0.0667
lamar	1.0
lamb	0.5333
lambert	0.3333
lament	1.0
lamido	0.8
lamp	0.6667
lamppost	0.0
lancaster	1.0
lancry	0.2143
land	0.1551
land-based	0.3333
land-locked	0.7333
landesman	0.0
landing	0.37
landlocked	0.4211
landlord	0.4643
landmark	0.276
landrigan	0.2857
landscape	0.4
lane	0.1
langley	0.5833
language	0.1524
lanka	0.5
lansing	0.2
lantana	1.0
lantos	1.0
lapse	0.1667
laptop	1.0
larceny	0.0
laredo	1.0
large	0.1119
large-scale	0.4111
larissa	1.0
larkin	0.3333
larry	0.2016
larson	0.1333
laryea	0.0
laser	0.4
laser-guided	0.1758
lassa	1.0
last	0.1404
last-ditch	0.5
last-minute	0.1786
late	0.1797
late-night	0.3056
latifur	1.0
latin	0.5
latitude	0.1667
latrell	0.0
latter	0.5
lauderdale	0.3455
lauer	0.5333
laughter	1.0
launch	0.3072
launch-pad	1.0
launcher	0.25
launching	0.0
launder	0.2407
laundromat	1.0
laundry	0.6
laura	0.1739
laurent	1.0
lauterback	0.3333
lavatory	0.0
lavenda	0.25
law	0.1355
law-abiding	1.0
law-enforcement	1.0
lawlessness	0.0
lawmaker	0.1714
lawn	0.1944
lawrence	0.2
lawsuit	0.1569
lawyer	0.1592
lawyer-client	0.0
lax	0.5
lay	0.6667
lay-off	1.0
layer	0.1944
layoff	0.4095
layup	0.0
lb	0.1
lbj	1.0
ldp	0.0
le	0.2857
lead	0.1329
leader	0.0842
leadership	0.2097
leaflet	0.4182
leafy	0.0
league	0.1995
leahy	0.2807
leak	0.3167
lean	1.0
leap	0.1667
learn	0.0
lease	0.2857
leather	0.4286
leave	0.2368
lebanese	0.2246
lebanese-born	0.6
lebanon	0.1642
lebanon-based	0.6
lebowitz	0.0
lechner	0.3214
lecturer	0.5636
ledger	0.0
leduc	1.0
lee	0.0403
leeward	0.0
leeway	0.4
left	0.6071
left-wing	0.0
left-winger	0.0
leftist	0.4643
leg	0.221
legacy	0.0
legal	0.1662
legend	0.3556
legendary	0.1515
legislation	0.1524
legislative	0.1579
legislator	0.4615
legislature	0.4
legitimacy	0.6389
legitimate	0.2854
lehman	0.0
lehne	0.0
lehrer	0.5357
leicester	0.6182
leighton	0.0
leisure	0.3273
leisurely	0.6667
len	1.0
lend	0.2571
lender	0.0
length	0.1667
lengthy	0.2288
lenox	0.6667
leo	1.0
leon	0.1786
leonard	0.5333
leonid	1.0
leroy	0.0
les	0.3
lesion	0.1455
lesley	0.2
leslie	0.0
less-dangerous	0.5
less-serious	1.0
less-severe	1.0
less-than-stringent	1.0
less-threatening	1.0
lesser	0.0
lesson	0.0909
lestina	0.0
let	0.4559
lethal	0.2865
letter	0.1084
letter-born	1.0
letter-borne	0.5333
leukemia	0.0
level	0.1336
leven	0.0
leventhal	0.0
leverage	1.0
levin	0.7
levitte	0.0
levittown	1.0
levity	0.0
levy	0.6667
lewin	0.5714
lewis	0.381
li	0.1111
liability	0.2
liaison	0.4286
liar	0.0
liban	1.0
libby	0.0
liberal	0.1283
liberalization	0.6
liberation	0.3333
libertarian	0.0
liberty	0.128
librarian	0.4
library	0.237
libya	0.375
libyan	0.4444
license	0.1528
lichtenstein	0.0
lid	0.2667
lie	0.1631
lieberman	0.4095
liechtenstein	0.1333
liege	0.1978
lieutenant	0.3012
lieven	1.0
life	0.1259
life-saving	0.0
lifeblood	0.5238
lifeline	0.1667
lifelong	0.0
lifestyle	0.4286
lifetime	0.1758
liffe	0.0
lift	0.2572
liftoff	0.0
light	0.1469
light-hearted	1.0
lightcycler	1.0
lighter	0.3333
lightfoot	1.0
lightning	0.3048
like	0.1111
likelihood	0.1667
likely	0.3415
lille	1.0
lillibridge	0.3333
lima	0.3
limbo	0.0
limit	0.2472
limitation	0.1556
limousine	0.0
lincoln	0.3736
lincolnshire	0.6
linda	0.1333
lindsey	0.7619
line	0.1356
linenberg	1.0
liner	0.0
lineup	0.3077
linger	0.1778
lingnam	0.0
linguistic	1.0
lining	0.0
link	0.1804
linkage	0.1923
lion	0.619
lion's	0.4667
lionel	1.0
lip	0.3333
liquefy	0.3333
liquid	0.0857
liquidation	0.0
liquidity	0.1905
liquor	0.0
lisa	0.1786
lisaius	1.0
list	0.1594
listen	0.2889
listener	0.7143
listing	0.3333
literal	1.0
literature	0.0
lithuania	0.5
lithuanian	1.0
litigation	0.359
litigator	1.0
litsa	1.0
litter	0.0
little	0.1264
little-known	0.4762
live	0.1864
livelihood	0.1333
liver	0.0
livestock	0.3333
living	1.0
liza	0.5
llamazares	0.0
llc	1.0
lloyd	0.2211
llp	0.0
lndonesian	1.0
load	0.2451
loan	0.1569
loathe	0.0
lob	0.1667
lobby	0.4727
lobbyist	0.6
local	0.1828
local-only	0.5
locate	0.3556
location	0.1762
lochbaum	0.2857
lock	0.2727
locker	0.0
lockerbie	0.7333
lockup	0.0
lockyer	0.9
locust	0.0
lodge	0.3333
lodhi	0.6
loftus	0.0
log	0.0
log-in	0.0
logan	0.2467
logan_intl_airport	0.4444
logar	0.0
logic	0.0
logical	0.3333
logistic	0.2381
logistical	0.2409
logistics	0.166
logo	1.0
lohta	1.0
lois	1.0
london	0.1719
london-based	0.2026
lone	0.5333
lonely	0.2667
loner	1.0
long	0.1417
long-anticipated	0.9
long-awaited	0.2667
long-bladed	0.0
long-cut	0.0
long-distance	0.6667
long-haul	0.0
long-held	0.1667
long-lasting	0.0
long-planned	0.0
long-range	0.25
long-running	0.6
long-scheduled	0.6667
long-standing	0.2
long-term	0.1832
long-time	0.2857
longer-running	0.0
longshoreman	1.0
longstanding	0.0
longtime	0.7619
longworth	0.5111
look	0.1411
lookout	0.4
loom	0.2954
loophole	0.0
loose	0.3015
loose-knit	0.8182
loosely-organized	1.0
loosen	1.0
loot	0.2157
looter	0.0
lopez	0.0
lord	0.3
lori	0.3
lorry	1.0
los	0.0
los_angeles	0.1839
los_angeles-based	0.1
los_angeles-bound	0.75
los_angeles/new_york	0.0
lose	0.1795
loss	0.1295
lot	0.1478
lotfi	0.4
lott	0.4487
lou	1.0
loud	0.2667
loudspeaker	0.0
louis	0.1316
louisa	0.0
louisiana	0.1996
louisville	0.3333
love	0.1311
lovefest	0.0
loveland	0.0
low	0.1335
low-cost	1.0
low-fare	1.0
low-flying	0.4396
low-income	0.1667
low-interest	0.5
low-level	1.0
low-tech	0.7
low-visibility	1.0
low-wage	0.0
lowenberg	1.0
lowenthal	0.4
lower	0.6667
lower-income	0.0
lowey	0.3333
loya	0.2222
loyal	0.7
loyalist	1.0
loyalty	0.4167
loyola	0.0
lp	0.0
lsg	1.0
lt	0.2537
lt.-general	1.0
ltd	0.1438
lubber	0.3778
lubricant	0.3
luc	0.0
lucent	0.6
lucie	1.0
luck	0.0
lucrative	0.3
lufthansa	0.3162
lugar	0.0
luggage	0.1567
luis	0.1455
lukewarm	0.619
lull	0.3333
lumber	1.0
lumberjack	0.0
lumpur	0.2857
lumpur-karachi	0.0
luna	0.3333
lunch	0.0942
luncheon	1.0
lundestad	0.0
lung	0.1429
lung-racking	0.3333
lungren	0.0
lurps	0.0
lust	1.0
luster	0.0
luther	1.0
lutnick	0.303
luxembourg	1.0
luxury	0.2778
lyde	0.5
lyle	1.0
lyman	0.0
lymph	0.3
lymphoma	0.0
lynch	0.2967
lyndon	1.0
lynn	0.0
lynne	0.0
lynnette	0.0
lyon	0.0
lyudmila	0.0
lyzbeth	0.6
m	0.3214
m-16	0.2
ma	0.0
mac	1.0
macapagal	1.0
macaulay	0.4
machete	0.0
machine	0.1591
machine-gun	1.0
machinegun	0.0
machinery	0.3333
mackin	1.0
maclaine	0.0364
macro-economic	1.0
macroeconomic	0.3333
macy's	1.0
mad	0.4
madagascar	0.0
made-for-postcard	1.0
madeleine	0.0
madeline	1.0
madison	0.1636
madman	0.0
madonna	0.0
madrid	0.4
maelstrom	0.0
mafia	1.0
magazine	0.2177
magazine/cnn	1.0
magic	0.2
magistrate	0.131
magnate	0.6667
magnet	0.0
magnificent	1.0
magnis-suseno	0.6667
magnitude	0.3514
magnus	0.0
maguire	0.8571
maharashtra	0.5641
mahathir	1.0
maher	0.1978
mahmood	0.9333
mahmoud	0.3
mahmud	1.0
mai	1.0
maidan	1.0
mail	0.1075
mail-born	1.0
mail-borne	1.0
mail-handling	1.0
mail-order	1.0
mail-processing	0.5357
mail-sanitizing	0.0
mailbag	0.3571
mailbox	0.3333
mailing	0.4269
mailman	0.0
mailroom	0.2857
mailrooms	0.3363
maim	0.0
main	0.1423
maine	0.2925
mainland	0.4396
mainstream	0.1071
maintain	0.2164
maintenance	0.5
mairead	1.0
maj	0.2879
majed_moqed	0.3333
majestic	0.8333
major	0.1213
majority	0.2224
makaki	1.0
make	0.1672
make-shift	0.0
makely	0.0
maker	0.1318
makeshift	0.1838
makhnulif	0.1905
makiko	0.6667
maktoum	0.0
malaise	1.0
malakand	1.0
malatya	0.0
malaysia	0.1576
malaysian	0.1619
malcolm	1.0
maldonado	0.2879
male	0.246
malecki	0.4615
maleeha	0.9
malek	0.2
malicious	0.1429
mall	0.2043
malnourished	1.0
malpica	0.0
mamdouh	0.3333
mammoth	0.3889
mamoun	0.3333
man	0.0863
man-made	0.8
manage	0.2667
management	0.1901
manager	0.1225
managing	0.2909
manama	0.0
mandate	0.3939
mandatory	0.3111
mandigo	0.7
maneuver	0.3072
mangle	0.2381
manhattan	0.1143
manhole	0.0
manhunt	0.3971
manicure	0.3333
manifest	0.6667
manila	0.2941
manipulation	1.0
mankind	0.0
manley	0.4167
manner	0.2545
mannhart	1.0
manoj	0.3333
manpower	0.3571
mansfield	0.5
mansion	0.3333
mansoor	0.0
mansour	1.0
mantle	0.3333
mantovano	0.0
manu	1.0
manual	0.5303
manuel	1.0
manufacture	0.197
manufacturer	0.2138
mao	0.0
map	0.1969
marathon	0.2
marauder	0.1
marbach	0.0
marble	0.3077
marble-columned	1.0
marc	0.2444
march	0.2705
marcher	0.0
marcos	0.3333
mareh	0.3333
margherita	0.0
margin	0.3077
marginal	0.1905
marginalization	0.0
margrit	0.0
maria	0.5091
marianne	0.3571
mariano	1.0
mariellen	0.0
marijuana	0.0
marilyn	0.7333
marin	0.0
marine	0.1335
marion	0.0
marist	0.3333
maritime	0.3091
marjie	0.0
marjorie	1.0
mark	0.1167
mark-down	0.0
marker	0.6667
market	0.0987
market-sensitive	1.0
marketer	0.0
marketplace	0.0
markey	1.0
marking	0.3
markov	0.5
marmul	0.4286
maroc	0.6667
marof	0.0
maronite	0.4
marotta	0.0
marquee	0.0
marqusee	0.0
marr	0.5
marriage	0.1429
marriott	0.0
marrow	1.0
marseilles	0.0
marsh	0.4286
marshal	0.3102
martha	1.0
martial	0.3333
martin	0.1292
martinez	0.0222
martinez-flores	0.0
martino	0.8667
marty	0.0
martyr	0.1111
martyrdom	0.5714
marvan	0.6667
marvelous	0.0
marwan	0.1691
marwan_al_shehhi	0.0
marxist	1.0
mary	0.11
mary-kate	0.5714
maryland	0.1625
masajuro	1.0
mashhad	0.5333
mask	0.182
maskhadov	0.1905
masood	0.2923
masoom	1.0
masry	0.6667
mass	0.2127
mass-mailed	0.3333
massachusetts	0.1569
massacre	0.4667
massive	0.172
massport	0.35
mast	0.8333
mast-like	0.0
master	0.1985
mastermind	0.452
mastria	0.3333
matalin	0.4667
match	0.0945
mate	0.2
material	0.158
materiel	0.0
maternal	1.0
mathie	0.8
mathis	0.6667
matrix	1.0
matt	0.0
matter	0.1628
matthew	0.0
mature	1.0
maude	0.5
maulana	0.25
maulawi	1.0
maulvi	0.0
maureen	0.0
maurice	1.0
mauritania	0.0
maviglio	0.5
mawn	0.0
max	0.1333
maximum	0.1423
maxine	1.0
may	0.1471
mayhem	0.6
mayo	0.3273
mayor	0.1475
mayor-elect	0.6667
mayor_giuliani	0.1666
mayoral	0.3
mayoralty	0.0
mayori	0.0
mazar	0.6667
mazar-e-sharif	0.0
mazar-i-sharif	0.2364
mazar-i-sherif	0.0
maze	0.0
mazir-i-sharif	0.5
mazzotta	0.3
mbc	0.0
mbeki	0.8
mc-130	0.3333
mcallen	0.3333
mcallister	0.0
mccain	0.1813
mccarthy	0.6667
mccartney	0.5
mcclean	1.0
mccollum	0.0
mcconnell	0.3333
mccormack	0.3111
mccormick	0.0
mcdonald	0.0
mcdonough	0.5714
mcdougall	0.0
mcfadden	0.3333
mcfaul	0.5
mcgraw	0.0
mcinerney	0.4
mckay	0.0
mckelvey	1.0
mclaughlin	0.2222
mclennan	0.1417
mcphie	0.0
mea_culpa	0.0
mead	0.197
meager	0.1389
meal	0.2222
mean	0.2092
meaningful	0.0
means	0.1663
meantime	0.1818
measurable	1.0
measure	0.1188
measurement	1.0
meat	0.4167
meatless	0.3333
mecca	0.6429
mechanical	0.2
mechanics	0.6
mechanism	0.2121
medal	0.4697
media	0.155
mediation	0.0
mediavest	0.7
medic	0.0
medical	0.1116
medicare	0.0
medication	0.4286
medicine	0.172
medieval	0.3333
meditation	0.3333
medresas	1.0
meet	0.1072
meeting	0.2132
mega	0.0
megabyte	0.0
megaphone	1.0
megawati	0.4571
mehmood	0.0
mehta	0.0
meisan	0.0
melanie	1.0
melbourne	0.1667
meles	1.0
melon-sized	0.0
meltdown	0.0
member	0.1044
membership	0.2037
memo	0.1787
memorandum	0.2
memorial	0.1548
memory	0.1444
menace	0.4643
meningitis	0.1333
mental	0.1273
mentally_ill	0.5
mention	0.3382
mentor	1.0
mercantile	1.0
mercer	0.0
merchandise	1.0
merchant	0.3778
merciless	1.0
merck	0.6667
mercy	0.3333
merdeka	0.0
mere	0.3333
merger	0.0
merit	0.3333
meritorious	0.5
merrill	0.2857
mesa	0.0
mesh	0.3636
mess	0.0
message	0.139
messenger	0.1
messengered	1.0
met	1.0
metal	0.0788
metallic	1.0
meter	0.1273
method	0.1379
methodology	0.0
meticulous	0.9333
metlife	0.0
metric	0.0
metro	0.3043
metro-goldwyn-mayer	0.0
metropolis	1.0
metropolitan	0.2365
mets	0.0
mettle	0.2667
meuse	0.3333
mexican	0.2319
mexico	0.191
mezzanine	0.0
mh-60k	1.0
miami	0.2659
miami-based	1.0
mica	0.2831
michael	0.0814
michel	0.3626
michele	0.4762
michelle	0.0
michigan	0.0948
mickey	0.0
micro	0.3333
micro-motor	1.0
microbe	0.3333
microbiologist	0.3571
microbiology	0.0
microchip	0.0
micron	0.3333
microphone	0.0
microscopic	0.3333
microsoft	0.2895
microsystem	1.0
mid-1990	0.6909
mid-20s	1.0
mid-30s	0.0
mid-40s	0.8
mid-90s	0.0
mid-afternoon	0.5333
mid-air	0.6
mid-atlantic	0.0
mid-july	1.0
mid-level	0.9
mid-morning	0.2727
mid-november	0.1648
mid-october	0.1667
mid-september	0.4
mid-sized	0.6667
mid-teens	0.0
mid-town	0.8
mid-week	0.0
midair	0.6667
midday	0.4176
middle	0.2108
middle-aged	0.4667
middle-of-the-night	0.0
middle_east	0.1847
middleman	0.3333
mideast	0.1944
midnight	0.3874
midst	0.2583
midtown	0.2381
midwest	0.2
midwinter	0.0
mig	0.5
might	0.2923
mighty	0.3258
migration	0.0
mike	0.1084
mikhail	1.0
mikkelson	0.0
mikkelsons	0.0
mikulski	1.0
milan	0.2
milberg	1.0
mild	0.4
mile	0.1222
militancy	0.3333
militant	0.1582
militarism	0.2
military	0.0804
militia	0.2788
milk	0.0
millennium	0.3636
miller	0.2527
million	0.139
million-member	0.5238
millionaire	0.3399
milner	0.0
milos	1.0
milwaukee	0.0
mimi	0.0
mimura	0.9333
mina	1.0
mind	0.1811
mind-boggling	0.0
mind-set	0.0
mindel	0.0
mindy	0.9
mine	0.1618
mine-clearing	0.0
minelli	0.0
mineral	0.2667
minesweeper	0.0
mineta	0.2598
minh	1.0
miniboss	0.0
minibus	1.0
minimal	0.1111
minimize	0.3333
minimum	0.1429
miniseries	0.0
minister	0.0572
ministerial	0.619
ministry	0.1647
minneapolis	0.2308
minneapolis-based	1.0
minnelli	1.0
minnesota	0.0989
minnesota-based	0.3333
minor	0.1667
minority	0.2586
minoru	1.0
minster	0.4
mint	0.0
minus	0.9
minuscule	0.1667
minute	0.2073
mir	0.1937
miracle	0.2418
miraculous	0.3333
mirage	1.0
miringoff	0.3333
mirror	0.6889
mirsambat	0.0
mirwais	1.0
mirza	0.1667
miscarriage	0.0
miscommunication	0.0
misconception	0.0
misdeed	0.0
misdemeanor	1.0
misdirect	1.0
miserable	0.3333
misery	0.3333
misfortune	0.0
misgiving	0.3788
misguide	0.1667
mishap	0.2222
misinformation	1.0
misplace	0.0
misreport	1.0
misrepresent	0.0
misrule	0.0
miss	0.1689
missile	0.14
missile-armed	1.0
missile-carrying	0.0
missile-packing	0.0
mission	0.1869
mississippi	0.3077
missive	0.0
missoula	0.0
missouri	0.1469
missouri-columbia	0.0
misspell	0.4
misstep	0.0476
mist	1.0
mistake	0.1953
mister	0.141
misty	0.0
misunderstand	0.2
misuse	0.0
mit	1.0
mit'eb	1.0
mitch	0.5333
mitchell	0.3571
mitigation	0.0
mitochondria	0.0
mitochondrial	0.0
mitochondrion	0.0
mitsubishi	1.0
mitt	1.0
mix	0.1897
mix-up	0.0
mixture	0.4667
mlb	0.25
mm	1.0
mo	0.0
mob	0.1667
mobil	1.0
mobile	0.2059
mobility	0.0
mobilization	0.5824
mobilize	1.0
mobster	0.0
mock	0.2667
mock-attack	1.0
modality	0.6667
mode	0.1648
model	0.3111
moderate	0.303
modern	0.2372
modernization	0.7
modernize	1.0
modest	0.5275
modification	0.0
modify	0.0
modus	0.0
mogadishu	1.0
mogul	1.0
mohakik	0.4722
mohald_alshehri	0.0
mohamad	0.3182
mohamed	0.0631
mohammad	0.1266
mohammad_omar	0.2707
mohammadi	0.6
mohammed	0.0923
mohammed_atta	0.2267
mohamoud	0.0
mohdar	0.4667
mohi-uddin	0.0
mohumed	0.0
moi	1.0
moines	0.0
moinuddin	1.0
moisture	0.0
moldova	0.0
molotov	0.0
molucca	1.0
mom	0.0
moment	0.1934
momentum	0.2571
mommy	0.2
mona	1.0
monaco	0.5
monarch	0.3187
monarchy	0.0
monday	0.1179
monde	0.5
monetary	0.1838
money	0.1297
money-exchange	1.0
money-laundering	0.2095
money-wiring	0.0
mongolia	0.0
moni	0.0
monica	0.0
monin	0.3333
monique	0.0
monitor	0.1936
monolithic	1.0
monolithics	1.0
montana	0.1273
montefiore	0.0
monterrey	0.5
montgomery	0.1429
month	0.1288
month-long	0.4222
month-old	0.7
monthly	0.6667
montoya	1.0
montreal	0.1429
monty	0.0
monument	0.2794
monumental	0.5
mood	0.1567
moody	0.3333
moon	0.1333
moore	0.5
moqed	0.0
moral	0.2564
morale	0.2333
morale-boosting	1.0
morality	0.0
moran	0.5
moratorium	0.3333
more	0.6444
more-dangerous	0.6667
more_and_more	0.4394
more_complicated	0.3333
morgan	0.2562
morgan_stanlly_dw	0.2874
morgenthau	0.3333
morgue	0.381
morial	0.0
moritsugu	0.2
morning	0.1748
morningstar	0.0
moroccan	0.4182
morocco	0.2484
morozov	0.0
morris	0.3043
morrison	0.4667
mortality	0.6786
mortar	0.381
morteza	1.0
mortgage	0.0
morton	1.0
mortuary	0.0
moscow	0.2143
mosque	0.1237
most-effective	1.0
most-wanted	0.0
most_likely	0.3333
mostapha	0.6667
mother	0.0783
mother-in-law	0.0
motion	0.3455
motivate	0.0
motive	0.4848
motley	0.3333
motor	0.1833
motorcade	0.4066
motorcycle	0.1091
motorist	0.1937
motorize	0.0
motorola	0.5606
mouloud	0.0
mound	0.3
mount	0.161
mountain	0.1406
mountainous	0.3595
mourn	0.3563
mourner	0.0702
mousavi-lari	0.8
mouse	0.0
moussa	0.3214
moussaoui	0.0
mouth	0.1071
move	0.1681
movement	0.1591
movie	0.0911
moy	0.3333
mph	0.0
mrs	0.2381
mrv	0.0
msnbc	0.5
mt	1.0
mtelevision	0.0
mu'eed	1.0
mubarak	0.337
much-feared	0.8333
much-heralded	0.3333
much-needed	0.3333
much-weaker	0.0
mud	0.1667
mud-brick	1.0
mud-walled	0.0
mueller	0.2702
mueller-moule	0.3333
mufti	1.0
mugniyah	0.0
mugo	0.3333
muhakik	0.5333
muhammad	0.2213
muhammed	0.4667
muhatatt	0.0
muhtatt	0.0
mui	0.2667
mujaheddin	0.0
mujahideen	0.2137
mule	0.0
mull	0.0
mullah	0.1844
mullaha	1.0
mullar	1.0
mullin	0.4909
multi-agency	0.0
multi-billions	0.0
multi-denominational	1.0
multi-ethnic	0.2667
multi-millionaire	0.5273
multi-national	0.6667
multi-pronged	0.0
multi-station	0.0
multi-tribal	0.6667
multi-trillion	1.0
multi-year	0.0
multibillion-dollar	0.4667
multiethnic	0.8
multifaceted	0.7
multifront	1.0
multilateral	0.3214
multilayered	0.0
multimillion-dollar	1.0
multimillionaire	0.4503
multinational	0.2436
multiple	0.5165
multiply	0.5
multipurpose	0.0
multisystem	0.3333
mum	1.0
mundane	1.0
munich	0.1786
municipal	0.5
munition	0.1556
munk	0.0
murai	0.8095
murder	0.2407
murderer	0.3167
murderous	0.2667
murdoch	0.25
murkowski	0.3333
murphy	0.2381
murrah	0.6
murray	0.0714
murtha	0.0
muscat	0.5
muscle	0.3571
museum	0.2
musharraf	0.2102
music	0.1288
musket	0.1667
muslim	0.1033
muslim-american	1.0
muslim-christian	0.3333
muslim-majority	0.8
mustafa	0.1111
mustafah	0.0
mustard	0.0
muszynski	0.0
mutamaen	0.8
mutation	0.0
mute	0.1
muthanna	0.0
mutilate	0.0
mutmaen	0.3987
muttaqi	0.4312
muttawakil	0.5143
muttlucks	0.0
mutual	0.2586
muzaffar	1.0
mvp	0.1667
mychal	1.0
myer	0.3824
myers	0.2994
myriad	0.2424
myrna	1.0
mysterious	0.4167
mystery	0.5273
n.j	0.1667
n.y	0.0
nabarro	0.1538
nabil	0.3333
nablus	0.5357
nada	0.0
nadeem	0.5303
nadia	0.0
nagarajah	1.0
naif	0.6786
nail	0.5333
nail-bitingly	0.0
naimatullah	1.0
nairobi	0.1696
naivete	0.0
najeebullah	0.0
naji	1.0
najibullah	1.0
nakhib	0.0
name	0.1246
nancy	0.4
nanny	0.0
nanogen	1.0
nanosecond	1.0
naples	0.3929
napm	0.2727
napoleon	0.0
narcotic	0.3333
naresh	0.0
narita	0.5
narrow	0.3
nasa	0.1648
nasal	0.5
nasdaq	0.1908
naseer	1.0
nashua	0.8
nashville	0.1667
nasiriya	0.0
nasrallah	1.0
nasro	1.0
nasru	0.6667
nassir	1.0
nasty	1.0
nathan	0.0
nation	0.1014
nation-at-war	0.0
nation-buildng	0.1556
nation-wide	0.6667
national	0.109
national_guard	0.2444
national_guards	0.5
national_guardsman	0.4762
national_guardsmen	0.3333
nationalism	0.0
nationalist	0.8
nationalistic	0.0
nationality	0.1571
nationwide	0.2672
native	0.5333
natl_security_council	0.4052
nato	0.2137
nato-russian	1.0
natsios	0.4167
natural	0.2
naturalisation	1.0
naturalization	0.5556
naturalize	0.2667
nature	0.2322
